Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.1.1",43246,1,310,1,310,0,0
"192.168.1.1",43251,1,92,1,92,0,0
"192.168.1.1",43255,2,884,2,884,0,0
"192.168.1.1",43274,2,884,2,884,0,0
"192.168.1.1",43275,1,92,1,92,0,0
"192.168.1.1",43278,2,884,2,884,0,0
"192.168.1.1",43295,6,2354,6,2354,0,0
"192.168.1.1",43320,2,884,2,884,0,0
"192.168.1.1",43325,6,2354,6,2354,0,0
"192.168.1.1",43337,2,884,2,884,0,0
"192.168.1.1",43339,1,369,1,369,0,0
"192.168.1.1",43346,1,349,1,349,0,0
"192.168.1.1",43355,8,3238,8,3238,0,0
"192.168.1.1",43356,2,884,2,884,0,0
"192.168.1.1",43362,1,353,1,353,0,0
"192.168.1.1",43366,2,844,2,844,0,0
"192.168.1.1",43373,1,362,1,362,0,0
"192.168.1.1",43375,2,884,2,884,0,0
"192.168.1.1",43397,1,92,1,92,0,0
"192.168.1.1",43406,13,5123,13,5123,0,0
"192.168.1.1",43412,2,884,2,884,0,0
"192.168.1.1",43413,6,2354,6,2354,0,0
"192.168.1.1",43432,6,2354,6,2354,0,0
"192.168.1.1",43436,1,415,1,415,0,0
"192.168.1.1",43444,2,884,2,884,0,0
"192.168.1.1",43454,1,362,1,362,0,0
"192.168.1.1",43494,6,2354,6,2354,0,0
"192.168.1.1",43495,2,884,2,884,0,0
"192.168.1.1",43496,6,2354,6,2354,0,0
"192.168.1.1",43505,2,884,2,884,0,0
"192.168.1.1",43531,2,884,2,884,0,0
"192.168.1.1",43533,6,2354,6,2354,0,0
"192.168.1.1",43543,1,433,1,433,0,0
"192.168.1.1",43546,1,92,1,92,0,0
"192.168.1.1",43554,2,884,2,884,0,0
"192.168.1.1",43561,2,884,2,884,0,0
"192.168.1.1",43569,2,884,2,884,0,0
"192.168.1.1",43571,2,884,2,884,0,0
"192.168.1.1",43574,1,92,1,92,0,0
"192.168.1.1",43576,6,2354,6,2354,0,0
"192.168.1.1",43579,1,92,1,92,0,0
"192.168.1.1",43583,1,417,1,417,0,0
"192.168.1.1",43591,6,2354,6,2354,0,0
"192.168.1.1",43592,6,2354,6,2354,0,0
"192.168.1.1",43595,2,507,2,507,0,0
"192.168.1.1",43596,2,884,2,884,0,0
"192.168.1.1",43609,3,1233,3,1233,0,0
"192.168.1.1",43614,12,4708,12,4708,0,0
"192.168.1.1",43615,1,92,1,92,0,0
"192.168.1.1",43628,6,2354,6,2354,0,0
"192.168.1.1",43629,6,2354,6,2354,0,0
"192.168.1.1",43642,1,433,1,433,0,0
"192.168.1.1",43649,2,884,2,884,0,0
"192.168.1.1",43695,2,884,2,884,0,0
"192.168.1.1",43714,2,884,2,884,0,0
"192.168.1.1",43715,2,884,2,884,0,0
"192.168.1.1",43725,2,884,2,884,0,0
"192.168.1.1",43727,2,884,2,884,0,0
"192.168.1.1",43732,1,92,1,92,0,0
"192.168.1.1",43742,2,884,2,884,0,0
"192.168.1.1",43765,1,353,1,353,0,0
"192.168.1.1",43768,2,884,2,884,0,0
"192.168.1.1",43771,1,92,1,92,0,0
"192.168.1.1",43780,2,884,2,884,0,0
"192.168.1.1",43782,2,884,2,884,0,0
"192.168.1.1",43784,6,2354,6,2354,0,0
"192.168.1.1",43787,6,2354,6,2354,0,0
"192.168.1.1",43791,6,2354,6,2354,0,0
"192.168.1.1",43798,6,2354,6,2354,0,0
"192.168.1.1",43807,1,310,1,310,0,0
"192.168.1.1",43820,6,2354,6,2354,0,0
"192.168.1.1",43831,6,2354,6,2354,0,0
"192.168.1.1",43832,2,884,2,884,0,0
"192.168.1.1",43854,1,92,1,92,0,0
"192.168.1.1",43859,2,884,2,884,0,0
"192.168.1.1",43863,2,884,2,884,0,0
"192.168.1.1",43866,2,884,2,884,0,0
"192.168.1.1",43873,1,427,1,427,0,0
"192.168.1.1",43878,2,884,2,884,0,0
"192.168.1.1",43881,1,415,1,415,0,0
"192.168.1.1",43889,1,349,1,349,0,0
"192.168.1.1",43891,1,415,1,415,0,0
"192.168.1.1",43900,6,2354,6,2354,0,0
"192.168.1.1",43902,2,884,2,884,0,0
"192.168.1.1",43909,2,884,2,884,0,0
"192.168.1.1",43911,1,433,1,433,0,0
"192.168.1.1",43912,1,92,1,92,0,0
"192.168.1.1",43923,12,4708,12,4708,0,0
"192.168.1.1",43926,1,92,1,92,0,0
"192.168.1.1",43927,1,362,1,362,0,0
"192.168.1.1",43940,1,92,1,92,0,0
"192.168.1.1",43953,2,884,2,884,0,0
"192.168.1.1",43961,2,884,2,884,0,0
"192.168.1.1",43964,1,369,1,369,0,0
"192.168.1.1",43969,2,884,2,884,0,0
"192.168.1.1",43982,6,2354,6,2354,0,0
"192.168.1.1",43984,3,976,3,976,0,0
"192.168.1.1",43987,7,2446,7,2446,0,0
"192.168.1.1",43994,1,92,1,92,0,0
"192.168.1.1",44000,6,2354,6,2354,0,0
"192.168.1.1",44004,2,884,2,884,0,0
"192.168.1.1",44006,2,884,2,884,0,0
"192.168.1.1",44011,6,2354,6,2354,0,0
"192.168.1.1",44018,6,2354,6,2354,0,0
"192.168.1.1",44020,2,884,2,884,0,0
"192.168.1.1",44021,6,2354,6,2354,0,0
"192.168.1.103",44028,1,167,1,167,0,0
"192.168.1.1",44029,6,2354,6,2354,0,0
"192.168.1.1",44034,6,2354,6,2354,0,0
"192.168.1.1",44038,6,2354,6,2354,0,0
"192.168.1.1",44051,6,2354,6,2354,0,0
"192.168.1.1",44075,1,425,1,425,0,0
"192.168.1.1",44078,6,2354,6,2354,0,0
"192.168.1.1",44083,2,884,2,884,0,0
"192.168.1.1",44090,2,884,2,884,0,0
"192.168.1.1",44092,1,92,1,92,0,0
"192.168.1.1",44109,1,362,1,362,0,0
"192.168.1.1",44111,2,884,2,884,0,0
"192.168.1.1",44113,12,4708,12,4708,0,0
"192.168.1.1",44118,6,2354,6,2354,0,0
"192.168.1.1",44120,2,884,2,884,0,0
"192.168.1.1",44122,1,433,1,433,0,0
"192.168.1.1",44126,1,427,1,427,0,0
"192.168.1.1",44136,6,2354,6,2354,0,0
"192.168.1.1",44138,6,2354,6,2354,0,0
"192.168.1.1",44143,6,2354,6,2354,0,0
"192.168.1.1",44148,2,884,2,884,0,0
"192.168.1.1",44153,1,92,1,92,0,0
"192.168.1.1",44163,1,362,1,362,0,0
"192.168.1.1",44165,2,884,2,884,0,0
"192.168.1.1",44193,6,2354,6,2354,0,0
"192.168.1.1",44201,1,92,1,92,0,0
"192.168.1.1",44202,7,2771,7,2771,0,0
"192.168.1.1",44203,6,2354,6,2354,0,0
"192.168.1.1",44206,6,2354,6,2354,0,0
"192.168.1.1",44229,6,2354,6,2354,0,0
"192.168.1.1",44240,2,884,2,884,0,0
"192.168.1.1",44247,2,884,2,884,0,0
"192.168.1.1",44258,6,2354,6,2354,0,0
"192.168.1.1",44264,1,433,1,433,0,0
"192.168.1.1",44277,6,2354,6,2354,0,0
"192.168.1.1",44282,6,2354,6,2354,0,0
"192.168.1.1",44287,2,884,2,884,0,0
"192.168.1.1",44289,1,369,1,369,0,0
"192.168.1.1",44293,1,92,1,92,0,0
"192.168.1.1",44297,12,4708,12,4708,0,0
"192.168.1.1",44306,2,884,2,884,0,0
"192.168.1.1",44309,2,884,2,884,0,0
"192.168.1.1",44313,1,369,1,369,0,0
"192.168.1.1",44317,2,884,2,884,0,0
"192.168.1.1",44332,7,2716,7,2716,0,0
"192.168.1.1",44336,6,2354,6,2354,0,0
"192.168.1.1",44341,2,884,2,884,0,0
"192.168.1.1",44345,4,1768,4,1768,0,0
"192.168.1.1",44350,2,884,2,884,0,0
"192.168.1.1",44358,1,92,1,92,0,0
"192.168.1.1",44364,2,884,2,884,0,0
"192.168.1.1",44366,2,884,2,884,0,0
"192.168.1.1",44369,2,884,2,884,0,0
"192.168.1.1",44375,6,2354,6,2354,0,0
"192.168.1.1",44392,1,92,1,92,0,0
"192.168.1.1",44403,2,884,2,884,0,0
"192.168.1.1",44407,1,92,1,92,0,0
"192.168.1.1",44409,1,353,1,353,0,0
"192.168.1.1",44417,2,884,2,884,0,0
"192.168.1.1",44421,2,884,2,884,0,0
"192.168.1.1",44428,2,884,2,884,0,0
"192.168.1.1",44429,2,884,2,884,0,0
"192.168.1.1",44435,1,92,1,92,0,0
"192.168.1.1",44437,2,884,2,884,0,0
"192.168.1.1",44458,2,884,2,884,0,0
"192.168.1.1",44469,2,884,2,884,0,0
"192.168.1.1",44476,2,884,2,884,0,0
"192.168.1.1",44479,1,92,1,92,0,0
"192.168.1.1",44482,1,92,1,92,0,0
"192.168.1.1",44486,6,2354,6,2354,0,0
"192.168.1.1",44488,6,2354,6,2354,0,0
"192.168.1.1",44490,1,417,1,417,0,0
"192.168.1.1",44503,1,425,1,425,0,0
"192.168.1.1",44517,1,415,1,415,0,0
"192.168.1.1",44522,6,2354,6,2354,0,0
"192.168.1.1",44528,2,884,2,884,0,0
"192.168.1.1",44533,2,884,2,884,0,0
"192.168.1.1",44540,1,349,1,349,0,0
"192.168.1.1",44561,3,976,3,976,0,0
"192.168.1.1",44566,6,2354,6,2354,0,0
"192.168.1.1",44569,1,92,1,92,0,0
"192.168.1.1",44574,2,884,2,884,0,0
"192.168.1.1",44578,2,884,2,884,0,0
"192.168.1.1",44604,6,2354,6,2354,0,0
"192.168.1.1",44607,1,425,1,425,0,0
"192.168.1.1",44608,2,884,2,884,0,0
"192.168.1.1",44613,1,310,1,310,0,0
"192.168.1.1",44614,6,2354,6,2354,0,0
"192.168.1.1",44616,6,2354,6,2354,0,0
"192.168.1.1",44617,1,310,1,310,0,0
"192.168.1.1",44618,6,2354,6,2354,0,0
"192.168.1.1",44620,1,310,1,310,0,0
"192.168.1.1",44623,1,92,1,92,0,0
"192.168.1.1",44626,6,2354,6,2354,0,0
"192.168.1.1",44627,2,884,2,884,0,0
"192.168.1.1",44631,2,884,2,884,0,0
"192.168.1.1",44637,6,2354,6,2354,0,0
"192.168.1.1",44640,6,2354,6,2354,0,0
"192.168.1.1",44643,1,92,1,92,0,0
"192.168.1.1",44646,6,2354,6,2354,0,0
"192.168.1.1",44651,2,884,2,884,0,0
"192.168.1.1",44657,8,3238,8,3238,0,0
"192.168.1.1",44658,1,92,1,92,0,0
"192.168.1.1",44668,2,884,2,884,0,0
"192.168.1.1",44673,6,2354,6,2354,0,0
"192.168.1.1",44677,6,2354,6,2354,0,0
"192.168.1.1",44681,2,884,2,884,0,0
"192.168.1.1",44683,1,92,1,92,0,0
"192.168.1.1",44684,2,884,2,884,0,0
"192.168.1.1",44686,6,2354,6,2354,0,0
"192.168.1.1",44688,2,884,2,884,0,0
"192.168.1.1",44696,2,884,2,884,0,0
"192.168.1.1",44703,6,2354,6,2354,0,0
"192.168.1.1",44708,2,884,2,884,0,0
"192.168.1.1",44709,6,2354,6,2354,0,0
"192.168.1.1",44711,2,884,2,884,0,0
"192.168.1.1",44729,6,2354,6,2354,0,0
"192.168.1.1",44738,2,884,2,884,0,0
"192.168.1.1",44742,2,884,2,884,0,0
"192.168.1.1",44743,1,92,1,92,0,0
"192.168.1.1",44758,2,884,2,884,0,0
"192.168.1.1",44759,6,2354,6,2354,0,0
"192.168.1.1",44769,6,2354,6,2354,0,0
"192.168.1.1",44773,1,92,1,92,0,0
"192.168.1.1",44774,2,884,2,884,0,0
"192.168.1.1",44777,2,884,2,884,0,0
"192.168.1.1",44783,6,2354,6,2354,0,0
"192.168.1.1",44790,1,310,1,310,0,0
"192.168.1.1",44800,6,2354,6,2354,0,0
"192.168.1.1",44813,6,2354,6,2354,0,0
"192.168.1.1",44818,2,884,2,884,0,0
"192.168.1.1",44820,2,884,2,884,0,0
"192.168.1.1",44825,6,2354,6,2354,0,0
"192.168.1.1",44826,2,884,2,884,0,0
"192.168.1.1",44828,2,884,2,884,0,0
"192.168.1.1",44836,1,417,1,417,0,0
"192.168.1.1",44840,6,2354,6,2354,0,0
"192.168.1.1",44842,1,353,1,353,0,0
"192.168.1.1",44848,1,92,1,92,0,0
"192.168.1.1",44851,1,433,1,433,0,0
"192.168.1.1",44856,1,427,1,427,0,0
"192.168.1.1",44860,6,2354,6,2354,0,0
"192.168.1.1",44863,2,884,2,884,0,0
"192.168.1.1",44864,1,433,1,433,0,0
"192.168.1.1",44888,1,310,1,310,0,0
"192.168.1.1",44905,1,369,1,369,0,0
"192.168.1.1",44908,6,2354,6,2354,0,0
"192.168.1.1",44912,6,2354,6,2354,0,0
"192.168.1.1",44925,6,2354,6,2354,0,0
"192.168.1.1",44930,6,2354,6,2354,0,0
"192.168.1.1",44933,1,92,1,92,0,0
"192.168.1.1",44934,1,369,1,369,0,0
"192.168.1.1",44939,1,92,1,92,0,0
"192.168.1.1",44943,1,310,1,310,0,0
"192.168.1.1",44950,2,884,2,884,0,0
"192.168.1.1",44952,2,884,2,884,0,0
"192.168.1.1",44958,2,884,2,884,0,0
"192.168.1.1",44970,6,2354,6,2354,0,0
"192.168.1.1",44978,6,2354,6,2354,0,0
"192.168.1.1",44989,6,2354,6,2354,0,0
"192.168.1.1",44991,6,2354,6,2354,0,0
"192.168.1.1",45002,1,415,1,415,0,0
"192.168.1.1",45010,6,2354,6,2354,0,0
"192.168.1.1",45018,2,884,2,884,0,0
"192.168.1.1",45019,2,884,2,884,0,0
"192.168.1.1",45028,6,2354,6,2354,0,0
"192.168.1.1",45035,1,92,1,92,0,0
"192.168.1.1",45042,2,884,2,884,0,0
"192.168.1.1",45046,1,92,1,92,0,0
"192.168.1.1",45048,3,1301,3,1301,0,0
"192.168.1.1",45055,2,884,2,884,0,0
"192.168.1.1",45080,6,2354,6,2354,0,0
"192.168.1.1",45096,2,884,2,884,0,0
"192.168.1.1",45097,1,349,1,349,0,0
"192.168.1.1",45111,2,884,2,884,0,0
"192.168.1.1",45137,1,92,1,92,0,0
"192.168.1.1",45164,2,884,2,884,0,0
"192.168.1.1",45169,6,2354,6,2354,0,0
"192.168.1.1",45180,6,2354,6,2354,0,0
"192.168.1.1",45181,4,1768,4,1768,0,0
"192.168.1.1",45185,2,884,2,884,0,0
"192.168.1.1",45205,1,92,1,92,0,0
"192.168.1.1",45206,6,2354,6,2354,0,0
"192.168.1.1",45210,2,884,2,884,0,0
"192.168.1.1",45211,1,92,1,92,0,0
"192.168.1.1",45217,1,349,1,349,0,0
"192.168.1.1",45221,6,2354,6,2354,0,0
"192.168.1.1",45224,2,884,2,884,0,0
"192.168.1.1",45233,1,353,1,353,0,0
"192.168.1.1",45253,2,884,2,884,0,0
"192.168.1.1",45270,2,884,2,884,0,0
"192.168.1.1",45279,1,92,1,92,0,0
"192.168.1.1",45288,2,884,2,884,0,0
"192.168.1.1",45298,6,2354,6,2354,0,0
"192.168.1.1",45302,1,427,1,427,0,0
"192.168.1.1",45317,2,884,2,884,0,0
"192.168.1.1",45338,1,349,1,349,0,0
"192.168.1.1",45340,2,884,2,884,0,0
"192.168.1.1",45342,1,310,1,310,0,0
"192.168.1.1",45346,2,884,2,884,0,0
"192.168.1.1",45351,6,2354,6,2354,0,0
"192.168.1.1",45358,1,353,1,353,0,0
"192.168.1.1",45359,1,92,1,92,0,0
"192.168.1.1",45360,6,2354,6,2354,0,0
"192.168.1.1",45368,6,2354,6,2354,0,0
"192.168.1.1",45376,2,884,2,884,0,0
"192.168.1.1",45395,2,884,2,884,0,0
"192.168.1.1",45401,1,433,1,433,0,0
"192.168.1.1",45406,1,92,1,92,0,0
"192.168.1.1",45408,6,2354,6,2354,0,0
"192.168.1.1",45430,6,2354,6,2354,0,0
"192.168.1.1",45431,2,884,2,884,0,0
"192.168.1.1",45432,6,2354,6,2354,0,0
"192.168.1.1",45440,1,92,1,92,0,0
"192.168.1.1",45443,1,353,1,353,0,0
"192.168.1.1",45446,1,369,1,369,0,0
"192.168.1.1",45450,6,2354,6,2354,0,0
"192.168.1.1",45455,1,415,1,415,0,0
"192.168.1.1",45458,6,2354,6,2354,0,0
"192.168.1.1",45466,1,417,1,417,0,0
"192.168.1.1",45501,1,369,1,369,0,0
"192.168.1.1",45503,6,2354,6,2354,0,0
"192.168.1.1",45524,1,92,1,92,0,0
"192.168.1.1",45527,1,353,1,353,0,0
"192.168.1.1",45528,2,884,2,884,0,0
"192.168.1.1",45532,6,2354,6,2354,0,0
"192.168.1.1",45541,6,2354,6,2354,0,0
"192.168.1.1",45542,2,884,2,884,0,0
"192.168.1.1",45550,6,2354,6,2354,0,0
"192.168.1.1",45560,2,884,2,884,0,0
"192.168.1.1",45569,6,2354,6,2354,0,0
"192.168.1.1",45575,1,92,1,92,0,0
"192.168.1.1",45576,2,884,2,884,0,0
"192.168.1.1",45577,1,369,1,369,0,0
"192.168.1.1",45582,6,2354,6,2354,0,0
"192.168.1.1",45583,2,884,2,884,0,0
"192.168.1.1",45589,1,92,1,92,0,0
"192.168.1.1",45595,1,310,1,310,0,0
"192.168.1.1",45596,2,884,2,884,0,0
"192.168.1.1",45601,6,2354,6,2354,0,0
"192.168.1.1",45609,7,2779,7,2779,0,0
"192.168.1.1",45616,2,884,2,884,0,0
"192.168.1.1",45623,6,2354,6,2354,0,0
"192.168.1.1",45649,4,1768,4,1768,0,0
"192.168.1.1",45653,1,92,1,92,0,0
"192.168.1.1",45656,6,2354,6,2354,0,0
"192.168.1.1",45662,2,884,2,884,0,0
"192.168.1.1",45672,1,362,1,362,0,0
"192.168.1.1",45678,6,2354,6,2354,0,0
"192.168.1.1",45681,6,2354,6,2354,0,0
"192.168.1.1",45695,2,884,2,884,0,0
"192.168.1.1",45696,2,884,2,884,0,0
"192.168.1.1",45698,1,349,1,349,0,0
"192.168.1.1",45705,2,884,2,884,0,0
"192.168.1.1",45711,1,427,1,427,0,0
"192.168.1.1",45713,1,92,1,92,0,0
"192.168.1.1",45718,1,415,1,415,0,0
"192.168.1.1",45721,6,2354,6,2354,0,0
"192.168.1.1",45724,1,427,1,427,0,0
"192.168.1.1",45729,8,3238,8,3238,0,0
"192.168.1.1",45730,2,884,2,884,0,0
"192.168.1.1",45736,2,884,2,884,0,0
"192.168.1.1",45737,1,92,1,92,0,0
"192.168.1.1",45744,2,884,2,884,0,0
"192.168.1.1",45745,1,353,1,353,0,0
"192.168.1.1",45747,1,92,1,92,0,0
"192.168.1.1",45749,2,884,2,884,0,0
"192.168.1.1",45753,6,2354,6,2354,0,0
"192.168.1.1",45763,2,884,2,884,0,0
"192.168.1.1",45777,6,2354,6,2354,0,0
"192.168.1.1",45781,1,92,1,92,0,0
"192.168.1.1",45783,6,2354,6,2354,0,0
"192.168.1.1",45797,2,884,2,884,0,0
"192.168.1.1",45802,6,2354,6,2354,0,0
"192.168.1.1",45803,6,2354,6,2354,0,0
"192.168.1.1",45805,1,92,1,92,0,0
"192.168.1.1",45815,1,362,1,362,0,0
"192.168.1.1",45834,1,433,1,433,0,0
"192.168.1.1",45843,2,884,2,884,0,0
"192.168.1.1",45847,2,884,2,884,0,0
"192.168.1.1",45849,6,2354,6,2354,0,0
"192.168.1.1",45852,2,884,2,884,0,0
"192.168.1.1",45856,13,4800,13,4800,0,0
"192.168.1.1",45857,6,2354,6,2354,0,0
"192.168.1.1",45859,2,884,2,884,0,0
"192.168.1.1",45860,2,884,2,884,0,0
"192.168.1.1",45875,6,2354,6,2354,0,0
"192.168.1.1",45877,6,2354,6,2354,0,0
"192.168.1.1",45888,6,2354,6,2354,0,0
"192.168.1.1",45912,6,2354,6,2354,0,0
"192.168.1.1",45940,6,2354,6,2354,0,0
"192.168.1.1",45943,6,2354,6,2354,0,0
"192.168.1.1",45950,2,884,2,884,0,0
"192.168.1.1",45959,3,1311,3,1311,0,0
"192.168.1.1",45963,2,884,2,884,0,0
"192.168.1.1",45974,3,976,3,976,0,0
"192.168.1.1",45975,2,884,2,884,0,0
"192.168.1.1",45995,1,92,1,92,0,0
"192.168.1.1",45998,2,884,2,884,0,0
"192.168.1.1",45999,1,427,1,427,0,0
"192.168.1.1",46006,2,884,2,884,0,0
"192.168.1.1",46011,6,2354,6,2354,0,0
"192.168.1.1",46018,6,2354,6,2354,0,0
"192.168.1.1",46038,1,433,1,433,0,0
"192.168.1.1",46041,6,2354,6,2354,0,0
"192.168.1.1",46045,6,2354,6,2354,0,0
"192.168.1.1",46046,2,884,2,884,0,0
"192.168.1.1",46052,6,2354,6,2354,0,0
"192.168.1.1",46070,1,92,1,92,0,0
"192.168.1.1",46078,6,2354,6,2354,0,0
"192.168.1.1",46081,12,4708,12,4708,0,0
"192.168.1.1",46088,2,884,2,884,0,0
"192.168.1.1",46105,4,1768,4,1768,0,0
"192.168.1.1",46110,2,884,2,884,0,0
"192.168.1.1",46135,1,92,1,92,0,0
"192.168.1.1",46137,1,310,1,310,0,0
"192.168.1.1",46138,2,884,2,884,0,0
"192.168.1.1",46147,1,92,1,92,0,0
"192.168.1.1",46151,2,884,2,884,0,0
"192.168.1.1",46154,6,2354,6,2354,0,0
"192.168.1.1",46157,6,2354,6,2354,0,0
"192.168.1.1",46168,6,2354,6,2354,0,0
"192.168.1.1",46173,6,2354,6,2354,0,0
"192.168.1.1",46179,6,2354,6,2354,0,0
"192.168.1.1",46180,1,92,1,92,0,0
"192.168.1.1",46184,2,884,2,884,0,0
"192.168.1.1",46202,1,362,1,362,0,0
"192.168.1.1",46203,6,2354,6,2354,0,0
"192.168.1.1",46220,1,362,1,362,0,0
"192.168.1.1",46233,7,2446,7,2446,0,0
"192.168.1.1",46251,6,2354,6,2354,0,0
"192.168.1.1",46261,2,884,2,884,0,0
"192.168.1.1",46263,2,884,2,884,0,0
"192.168.1.1",46278,1,369,1,369,0,0
"192.168.1.1",46280,1,353,1,353,0,0
"192.168.1.1",46282,2,884,2,884,0,0
"192.168.1.1",46283,3,976,3,976,0,0
"192.168.1.1",46288,2,884,2,884,0,0
"192.168.1.1",46298,6,2354,6,2354,0,0
"192.168.1.1",46314,6,2354,6,2354,0,0
"192.168.1.1",46333,1,92,1,92,0,0
"192.168.1.1",46335,1,349,1,349,0,0
"192.168.1.1",46355,1,310,1,310,0,0
"192.168.1.1",46362,2,884,2,884,0,0
"192.168.1.1",46382,2,884,2,884,0,0
"192.168.1.1",46394,1,415,1,415,0,0
"192.168.1.1",46402,6,2354,6,2354,0,0
"192.168.1.1",46403,2,884,2,884,0,0
"192.168.1.1",46406,8,3238,8,3238,0,0
"192.168.1.1",46408,6,2354,6,2354,0,0
"192.168.1.1",46414,6,2354,6,2354,0,0
"192.168.1.1",46415,1,353,1,353,0,0
"192.168.1.1",46421,6,2354,6,2354,0,0
"192.168.1.1",46428,6,2354,6,2354,0,0
"192.168.1.1",46435,6,2354,6,2354,0,0
"192.168.1.1",46447,1,310,1,310,0,0
"192.168.1.1",46448,6,2354,6,2354,0,0
"192.168.1.1",46450,6,2354,6,2354,0,0
"192.168.1.1",46451,2,884,2,884,0,0
"192.168.1.1",46459,2,884,2,884,0,0
"192.168.1.1",46460,1,92,1,92,0,0
"192.168.1.1",46461,2,884,2,884,0,0
"192.168.1.1",46467,6,2354,6,2354,0,0
"192.168.1.1",46493,2,884,2,884,0,0
"192.168.1.1",46498,2,884,2,884,0,0
"192.168.1.1",46505,2,884,2,884,0,0
"192.168.1.1",46506,6,2354,6,2354,0,0
"192.168.1.1",46507,6,2354,6,2354,0,0
"192.168.1.1",46516,2,884,2,884,0,0
"192.168.1.1",46526,1,353,1,353,0,0
"192.168.1.1",46534,6,2354,6,2354,0,0
"192.168.1.1",46538,1,92,1,92,0,0
"192.168.1.1",46545,8,3238,8,3238,0,0
"192.168.1.1",46556,1,92,1,92,0,0
"192.168.1.1",46558,1,417,1,417,0,0
"192.168.1.1",46565,6,2354,6,2354,0,0
"192.168.1.1",46581,1,349,1,349,0,0
"192.168.1.1",46592,1,349,1,349,0,0
"192.168.1.1",46596,1,92,1,92,0,0
"192.168.1.1",46599,2,884,2,884,0,0
"192.168.1.1",46608,1,92,1,92,0,0
"192.168.1.1",46610,1,417,1,417,0,0
"192.168.1.1",46615,8,3238,8,3238,0,0
"192.168.1.1",46627,1,92,1,92,0,0
"192.168.1.1",46631,4,1768,4,1768,0,0
"192.168.1.1",46639,2,884,2,884,0,0
"192.168.1.1",46642,2,884,2,884,0,0
"192.168.1.1",46649,6,2354,6,2354,0,0
"192.168.1.1",46674,1,92,1,92,0,0
"192.168.1.1",46679,2,884,2,884,0,0
"192.168.1.1",46696,2,884,2,884,0,0
"192.168.1.1",46700,2,884,2,884,0,0
"192.168.1.1",46703,2,884,2,884,0,0
"192.168.1.1",46706,2,884,2,884,0,0
"192.168.1.1",46709,2,884,2,884,0,0
"192.168.1.1",46716,1,92,1,92,0,0
"192.168.1.1",46717,2,884,2,884,0,0
"192.168.1.1",46718,1,92,1,92,0,0
"192.168.1.1",46731,6,2354,6,2354,0,0
"192.168.1.1",46738,8,3238,8,3238,0,0
"192.168.1.1",46745,1,310,1,310,0,0
"192.168.1.1",46757,1,92,1,92,0,0
"192.168.1.1",46773,2,884,2,884,0,0
"192.168.1.1",46779,6,2354,6,2354,0,0
"192.168.1.1",46780,6,2354,6,2354,0,0
"192.168.1.1",46785,6,2354,6,2354,0,0
"192.168.1.1",46796,6,2354,6,2354,0,0
"192.168.1.1",46800,6,2354,6,2354,0,0
"192.168.1.1",46803,2,884,2,884,0,0
"192.168.1.1",46806,1,92,1,92,0,0
"192.168.1.1",46812,2,884,2,884,0,0
"192.168.1.1",46814,2,884,2,884,0,0
"192.168.1.1",46828,1,433,1,433,0,0
"192.168.1.1",46831,12,4708,12,4708,0,0
"192.168.1.1",46836,2,884,2,884,0,0
"192.168.1.1",46837,1,92,1,92,0,0
"192.168.1.1",46849,6,2354,6,2354,0,0
"192.168.1.1",46857,1,92,1,92,0,0
"192.168.1.1",46864,1,92,1,92,0,0
